Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Clearfield,03/22/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Forest,03/27/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Franklin,12/21/2020,139,115.7,7778,155027,89.7,74.6,5017.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Venango,04/18/2020,0,0,8,50668,0,0,15.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Warren,03/15/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Cameron,12/09/2020,5,2.4,47,4447,112.4,54.6,1056.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,08/25/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Warren,07/15/2020,0,0.4,10,39191,0,1.1,25.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Juniata,04/01/2020,0,0.1,2,24763,0,0.6,8.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Carbon,03/13/2020,0,0,0,64182,0,0,0,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Juniata,03/15/2020,0,0,0,24763,0,0,0,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Wyoming,03/11/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Perry,06/28/2020,1,0.6,90,46272,2.2,1.2,194.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Crawford,05/02/2020,0,0.1,23,84629,0,0.2,27.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Crawford,10/10/2020,3,3,352,84629,3.5,3.5,415.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Bedford,09/19/2020,3,2.1,229,47888,6.3,4.5,478.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Fayette,04/01/2020,2,1.4,19,129274,1.5,1.1,14.7,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Elk,03/06/2020,0,,0,29910,0,,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Crawford,04/18/2020,0,0,20,84629,0,0,23.6,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Butler,10/15/2020,22,21.3,1388,187853,11.7,11.3,738.9,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Perry,07/17/2020,0,0.9,102,46272,0,1.9,220.4,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Greene,08/03/2020,3,2,117,36233,8.3,5.5,322.9,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Blair,03/04/2020,0,,0,121829,0,,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Allegheny,03/03/2020,0,,0,1216045,0,,0,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Clarion,03/19/2020,0,0,0,38438,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Greene,09/15/2020,3,1.4,171,36233,8.3,3.9,471.9,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Montour,04/26/2020,1,0.3,49,18230,5.5,1.6,268.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Cameron,11/06/2020,0,0.6,14,4447,0,12.8,314.8,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Clarion,03/09/2020,0,0,0,38438,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Delaware,03/08/2020,0,0.1,1,566747,0,0,0.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Bedford,06/05/2020,0,0.6,45,47888,0,1.2,94,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Jefferson,07/17/2020,3,1,47,43425,6.9,2.3,108.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Potter,01/19/2021,8,7.4,800,16526,48.4,45,4840.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Greene,04/09/2020,0,1.4,21,36233,0,3.9,58,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Union,03/23/2020,0,0,0,44923,0,0,0,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Juniata,08/27/2020,1,0.9,148,24763,4,3.5,597.7,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Sullivan,09/11/2020,0,0,11,6066,0,0,181.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Greene,04/02/2020,0,1,11,36233,0,2.8,30.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
York,03/16/2020,0,0,0,449058,0,0,0,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Fulton,05/03/2020,0,0.4,5,14530,0,2.9,34.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Schuylkill,05/20/2020,5,8.3,553,141359,3.5,5.9,391.2,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Sullivan,09/12/2020,0,0,11,6066,0,0,181.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Jefferson,04/15/2020,0,0.1,2,43425,0,0.3,4.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Schuylkill,07/03/2020,1,2.3,764,141359,0.7,1.6,540.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Fulton,06/18/2020,0,0.1,17,14530,0,1,117,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Cameron,03/18/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Jefferson,03/04/2020,0,,0,43425,0,,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Franklin,01/25/2021,135,64.6,11242,155027,87.1,41.7,7251.6,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Wayne,03/22/2020,1,0.3,3,51361,1.9,0.6,5.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lycoming,05/22/2020,3,1.3,161,113299,2.6,1.1,142.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cameron,03/23/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Sullivan,04/02/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Potter,03/19/2020,1,0.1,1,16526,6.1,0.9,6.1,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lycoming,03/19/2020,0,0,0,113299,0,0,0,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Elk,03/29/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Greene,07/09/2020,3,2.3,64,36233,8.3,6.3,176.6,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Chester,03/07/2020,0,,0,524989,0,,0,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Montour,07/27/2020,0,0.9,94,18230,0,4.7,515.6,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Crawford,12/22/2020,74,74.3,4532,84629,87.4,87.8,5355.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Indiana,03/19/2020,0,0,0,84073,0,0,0,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Luzerne,05/18/2020,22,15.3,2567,317417,6.9,4.8,808.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lycoming,08/03/2020,4,6.3,351,113299,3.5,5.5,309.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Bedford,09/12/2020,9,4.9,214,47888,18.8,10.1,446.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Venango,11/06/2020,15,16.1,421,50668,29.6,31.9,830.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Forest,07/03/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Franklin,03/15/2021,77,36.1,12970,155027,49.7,23.3,8366.3,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Potter,06/08/2020,0,1,11,16526,0,6.1,66.6,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lancaster,03/06/2020,0,,0,545724,0,,0,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Monroe,04/01/2020,48,37.9,336,170271,28.2,22.2,197.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Indiana,06/05/2020,0,0,92,84073,0,0,109.4,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Indiana,08/24/2020,7,6.1,412,84073,8.3,7.3,490.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lebanon,03/12/2020,0,0,0,141793,0,0,0,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Fulton,09/20/2020,0,0.6,44,14530,0,3.9,302.8,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Jefferson,03/05/2020,0,,0,43425,0,,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Centre,03/22/2020,2,0.4,3,162385,1.2,0.3,1.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
McKean,03/11/2020,0,0,0,40625,0,0,0,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Juniata,02/01/2021,7,6.7,1714,24763,28.3,27.1,6921.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Warren,04/11/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Fulton,08/28/2020,0,0.4,34,14530,0,2.9,234,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Clearfield,03/18/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Sullivan,03/23/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Warren,03/30/2020,0,0.1,1,39191,0,0.4,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Cameron,12/10/2020,11,3.7,58,4447,247.4,83.5,1304.3,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,03/01/2021,0,0.7,261,4447,0,16.1,5869.1,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,09/26/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,06/18/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Elk,03/27/2021,3,12.1,2508,29910,10,40.6,8385.2,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Perry,06/27/2020,0,0.4,89,46272,0,0.9,192.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Crawford,08/10/2020,6,3.6,165,84629,7.1,4.2,195,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Greene,08/21/2020,2,0.9,142,36233,5.5,2.4,391.9,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Juniata,08/12/2020,0,1,135,24763,0,4,545.2,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Butler,04/05/2020,4,6.1,92,187853,2.1,3.3,49,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Pike,03/13/2020,1,0.3,2,55809,1.8,0.5,3.6,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Bucks,03/08/2020,0,0,0,628270,0,0,0,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Bradford,04/23/2020,0,1.1,30,60323,0,1.9,49.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Venango,10/24/2020,5,6.3,228,50668,9.9,12.4,450,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Sullivan,05/25/2020,0,0,2,6066,0,0,33,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Crawford,05/29/2020,0,1.1,33,84629,0,1.4,39,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Greene,09/09/2020,0,0.9,161,36233,0,2.4,444.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Fulton,08/03/2020,1,0.6,25,14530,6.9,3.9,172.1,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Columbia,03/26/2021,8,10,4893,64964,12.3,15.4,7531.9,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Chester,03/12/2020,0,0,0,524989,0,0,0,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Jefferson,08/11/2020,2,2.3,81,43425,4.6,5.3,186.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lawrence,03/06/2020,0,,0,85512,0,,0,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Perry,04/04/2020,0,0.6,5,46272,0,1.2,10.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Perry,06/06/2020,0,1.3,70,46272,0,2.8,151.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bucks,03/12/2020,0,0.3,2,628270,0,0,0.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Sullivan,11/14/2020,1,1.6,34,6066,16.5,25.9,560.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Greene,09/16/2020,3,1.9,174,36233,8.3,5.1,480.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,03/23/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lancaster,03/07/2020,0,,0,545724,0,,0,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Erie,07/01/2020,11,10,639,269728,4.1,3.7,236.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Sullivan,05/01/2020,0,0,1,6066,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Sullivan,09/29/2020,0,0.3,14,6066,0,4.7,230.8,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Cameron,11/01/2020,1,0.4,11,4447,22.5,9.6,247.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Fulton,09/21/2020,0,0.4,44,14530,0,2.9,302.8,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Greene,07/19/2020,2,2.7,90,36233,5.5,7.5,248.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Sullivan,05/06/2020,0,0,1,6066,0,0,16.5,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Bedford,04/15/2020,2,1.1,11,47888,4.2,2.4,23,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Potter,02/17/2021,1,1.7,914,16526,6.1,10.4,5530.7,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cambria,03/23/2020,0,0.1,1,130192,0,0.1,0.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Greene,03/18/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Venango,07/01/2020,2,0.6,24,50668,3.9,1.1,47.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Potter,03/15/2021,3,1.1,965,16526,18.2,6.9,5839.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lycoming,06/14/2020,1,0.4,175,113299,0.9,0.4,154.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
McKean,04/04/2020,0,0,1,40625,0,0,2.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Crawford,10/03/2020,0,2.3,331,84629,0,2.7,391.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Warren,05/12/2020,1,0.1,2,39191,2.6,0.4,5.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Cameron,11/27/2020,1,1.1,26,4447,22.5,25.7,584.7,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Potter,08/26/2020,0,0.3,25,16526,0,1.7,151.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Clinton,04/06/2020,0,0.6,4,38632,0,1.5,10.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Franklin,04/15/2021,50,48.1,14217,155027,32.3,31.1,9170.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Potter,09/09/2020,0,0,26,16526,0,0,157.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Sullivan,07/12/2020,0,0,11,6066,0,0,181.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Adams,03/25/2020,0,0.9,7,103009,0,0.8,6.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Forest,06/20/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Washington,03/05/2020,0,,0,206865,0,,0,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Jefferson,07/26/2020,0,0.6,55,43425,0,1.3,126.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Warren,07/26/2020,0,0,12,39191,0,0,30.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Fulton,04/30/2020,0,0.3,4,14530,0,2,27.5,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Tioga,05/12/2020,0,0,16,40591,0,0,39.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Warren,04/27/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Elk,06/03/2020,0,0,5,29910,0,0,16.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Crawford,08/29/2020,7,3.6,224,84629,8.3,4.2,264.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Venango,10/02/2020,0,1.7,106,50668,0,3.4,209.2,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Elk,03/26/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Erie,07/14/2020,5,6.9,749,269728,1.9,2.5,277.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Schuylkill,07/21/2020,0,6.4,840,141359,0,4.5,594.2,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Elk,12/21/2020,42,34,1139,29910,140.4,113.7,3808.1,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Bradford,04/18/2020,1,0.9,27,60323,1.7,1.4,44.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Juniata,03/31/2021,12,5.3,1928,24763,48.5,21.3,7785.8,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Venango,03/04/2020,0,,0,50668,0,,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Schuylkill,08/07/2020,1,4.1,928,141359,0.7,2.9,656.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Fulton,03/31/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Juniata,06/23/2020,1,0.3,108,24763,4,1.2,436.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Indiana,03/03/2020,0,,0,84073,0,,0,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Bradford,10/14/2020,19,18.9,436,60323,31.5,31.3,722.8,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Fulton,04/07/2020,0,0.1,1,14530,0,1,6.9,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Jefferson,06/19/2020,0,0.3,22,43425,0,0.7,50.7,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Clearfield,03/11/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Warren,06/27/2020,0,0,5,39191,0,0,12.8,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Elk,05/08/2020,0,0,5,29910,0,0,16.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Lycoming,08/06/2020,16,6.6,378,113299,14.1,5.8,333.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Somerset,03/29/2020,0,0.1,2,73447,0,0.2,2.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Wyoming,06/02/2020,0,0.1,36,26794,0,0.5,134.4,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Westmoreland,03/14/2020,0,0,0,348899,0,0,0,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Butler,03/26/2020,7,3.6,25,187853,3.7,1.9,13.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Potter,07/26/2020,0,0.1,21,16526,0,0.9,127.1,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Venango,03/27/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Greene,03/08/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Monroe,08/30/2020,1,3,1726,170271,0.6,1.8,1013.7,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Erie,07/04/2020,5,9.3,662,269728,1.9,3.4,245.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Schuylkill,07/10/2020,3,2.7,783,141359,2.1,1.9,553.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Sullivan,08/08/2020,0,0,11,6066,0,0,181.3,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Cameron,01/23/2021,3,2.3,230,4447,67.5,51.4,5172,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,11/24/2020,3,0.9,23,4447,67.5,19.3,517.2,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,04/01/2020,0,0.1,1,4447,0,3.2,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Jefferson,08/24/2020,0,2.3,100,43425,0,5.3,230.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Crawford,01/22/2021,26,25.3,5769,84629,30.7,29.9,6816.8,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Jefferson,03/02/2020,0,,0,43425,0,,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lackawanna,03/19/2020,1,0.7,5,209674,0.5,0.3,2.4,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Cameron,06/17/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Wayne,03/25/2020,1,0.6,5,51361,1.9,1.1,9.7,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Clearfield,03/21/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Forest,05/16/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Huntingdon,03/05/2020,0,,0,45144,0,,0,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Snyder,03/22/2020,0,0,0,40372,0,0,0,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Greene,09/06/2020,1,1.3,159,36233,2.8,3.5,438.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Venango,05/22/2020,0,0.3,11,50668,0,0.6,21.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Clinton,09/04/2020,3,4.7,170,38632,7.8,12.2,440,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Potter,10/27/2020,4,1.7,56,16526,24.2,10.4,338.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Susquehanna,09/08/2020,2,2.1,289,40328,5,5.3,716.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Fulton,04/01/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Potter,09/01/2020,0,0.1,26,16526,0,0.9,157.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lycoming,06/30/2020,5,1.6,189,113299,4.4,1.4,166.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clearfield,03/23/2020,1,0.1,1,79255,1.3,0.2,1.3,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Crawford,03/05/2020,0,,0,84629,0,,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Columbia,04/06/2021,14,13,5031,64964,21.6,20,7744.3,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Lycoming,05/25/2020,1,1.1,164,113299,0.9,1,144.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lycoming,07/26/2020,6,3.6,304,113299,5.3,3.2,268.3,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Bradford,03/22/2020,0,0,0,60323,0,0,0,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Indiana,04/27/2020,0,1.1,62,84073,0,1.4,73.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Perry,07/26/2020,1,2,117,46272,2.2,4.3,252.9,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Cameron,07/20/2020,0,0.1,5,4447,0,3.2,112.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Fulton,05/24/2020,1,0.6,15,14530,6.9,3.9,103.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Fulton,05/08/2020,2,0.4,8,14530,13.8,2.9,55.1,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Elk,04/09/2021,6,13.7,2680,29910,20.1,45.9,8960.2,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
